# SYNTHETIC SCHEMA-DEMONSTRATION DATA — see evaluation/README.md
repo_id,period,week,crit_vulns_preprod,high_vulns_preprod,vulns_to_prod,mean_detection_time_h,false_positive_rate_pct,mttd_h,deploy_freq_per_week,failed_deploy_pct,rollback_freq_pct,security_blocked_pct,ai_resol_accuracy_pct,drift_remediation_pct
10,baseline,10,4.17,16.27,2.12,72.87,13.17,19.17,3.29,15.17,9.17,6.62,0.62,0.62
10,baseline,11,4.21,16.31,2.16,72.91,13.21,19.21,3.33,15.21,9.21,6.66,0.66,0.66
10,baseline,12,4.25,16.35,2.2,72.95,13.25,19.25,3.37,15.25,9.25,6.7,0.7,0.7
10,baseline,13,4.29,16.39,2.24,72.99,13.29,19.29,3.41,15.29,9.29,6.74,0.74,0.74
10,treatment,1,0.746,3.976,0.541,25.406,9.751,11.386,7.976,4.456,2.201,22.851,92.278,80.002
10,treatment,2,0.75,3.98,0.545,25.41,9.755,11.39,7.98,4.46,2.205,22.855,92.29,80.01
10,treatment,3,0.754,3.984,0.549,25.414,9.759,11.394,7.984,4.464,2.209,22.859,92.302,80.018
10,treatment,4,0.758,3.988,0.553,25.418,9.763,11.398,7.988,4.468,2.213,22.863,92.314,80.026
10,treatment,5,0.762,3.992,0.557,25.422,9.767,11.402,7.992,4.472,2.217,22.867,92.326,80.034
10,treatment,6,0.766,3.996,0.561,25.426,9.771,11.406,7.996,4.476,2.221,22.871,92.338,80.042
10,treatment,7,0.77,4.0,0.565,25.43,9.775,11.41,8.0,4.48,2.225,22.875,92.35,80.05
10,treatment,8,0.774,4.004,0.569,25.434,9.779,11.414,8.004,4.484,2.229,22.879,92.362,80.058
10,treatment,9,0.778,4.008,0.573,25.438,9.783,11.418,8.008,4.488,2.233,22.883,92.374,80.066
10,treatment,10,0.782,4.012,0.577,25.442,9.787,11.422,8.012,4.492,2.237,22.887,92.386,80.074
10,treatment,11,0.786,4.016,0.581,25.446,9.791,11.426,8.016,4.496,2.241,22.891,92.398,80.082
10,treatment,12,0.79,4.02,0.585,25.45,9.795,11.43,8.02,4.5,2.245,22.895,92.41,80.09
10,treatment,13,0.794,4.024,0.589,25.454,9.799,11.434,8.024,4.504,2.249,22.899,92.422,80.098
11,baseline,1,3.46,14.56,1.71,71.56,12.46,18.36,2.94,14.56,8.56,6.21,0.21,0.21
11,baseline,2,3.5,14.6,1.75,71.6,12.5,18.4,2.98,14.6,8.6,6.25,0.25,0.25
11,baseline,3,3.54,14.64,1.79,71.64,12.54,18.44,3.02,14.64,8.64,6.29,0.29,0.29
11,baseline,4,3.58,14.68,1.83,71.68,12.58,18.48,3.06,14.68,8.68,6.33,0.33,0.33
11,baseline,5,3.62,14.72,1.87,71.72,12.62,18.52,3.1,14.72,8.72,6.37,0.37,0.37
11,baseline,6,3.66,14.76,1.91,71.76,12.66,18.56,3.14,14.76,8.76,6.41,0.41,0.41
11,baseline,7,3.7,14.8,1.95,71.8,12.7,18.6,3.18,14.8,8.8,6.45,0.45,0.45
11,baseline,8,3.74,14.84,1.99,71.84,12.74,18.64,3.22,14.84,8.84,6.49,0.49,0.49
11,baseline,9,3.78,14.88,2.03,71.88,12.78,18.68,3.26,14.88,8.88,6.53,0.53,0.53
11,baseline,10,3.82,14.92,2.07,71.92,12.82,18.72,3.3,14.92,8.92,6.57,0.57,0.57
11,baseline,11,3.86,14.96,2.11,71.96,12.86,18.76,3.34,14.96,8.96,6.61,0.61,0.61
11,baseline,12,3.9,15.0,2.15,72.0,12.9,18.8,3.38,15.0,9.0,6.65,0.65,0.65
11,baseline,13,3.94,15.04,2.19,72.04,12.94,18.84,3.42,15.04,9.04,6.69,0.69,0.69
11,treatment,1,0.716,3.676,0.561,25.106,9.501,11.136,7.926,4.416,2.176,22.551,91.828,79.852
11,treatment,2,0.72,3.68,0.565,25.11,9.505,11.14,7.93,4.42,2.18,22.555,91.84,79.86
11,treatment,3,0.724,3.684,0.569,25.114,9.509,11.144,7.934,4.424,2.184,22.559,91.852,79.868
11,treatment,4,0.728,3.688,0.573,25.118,9.513,11.148,7.938,4.428,2.188,22.563,91.864,79.876
11,treatment,5,0.732,3.692,0.577,25.122,9.517,11.152,7.942,4.432,2.192,22.567,91.876,79.884
11,treatment,6,0.736,3.696,0.581,25.126,9.521,11.156,7.946,4.436,2.196,22.571,91.888,79.892
11,treatment,7,0.74,3.7,0.585,25.13,9.525,11.16,7.95,4.44,2.2,22.575,91.9,79.9
11,treatment,8,0.744,3.704,0.589,25.134,9.529,11.164,7.954,4.444,2.204,22.579,91.912,79.908
11,treatment,9,0.748,3.708,0.593,25.138,9.533,11.168,7.958,4.448,2.208,22.583,91.924,79.916
11,treatment,10,0.752,3.712,0.597,25.142,9.537,11.172,7.962,4.452,2.212,22.587,91.936,79.924
11,treatment,11,0.756,3.716,0.601,25.146,9.541,11.176,7.966,4.456,2.216,22.591,91.948,79.932
11,treatment,12,0.76,3.72,0.605,25.15,9.545,11.18,7.97,4.46,2.22,22.595,91.96,79.94
11,treatment,13,0.764,3.724,0.609,25.154,9.549,11.184,7.974,4.464,2.224,22.599,91.972,79.948
12,baseline,1,4.11,17.01,2.06,73.31,13.11,19.21,3.09,15.21,9.21,6.46,0.46,0.46
12,baseline,2,4.15,17.05,2.1,73.35,13.15,19.25,3.13,15.25,9.25,6.5,0.5,0.5
12,baseline,3,4.19,17.09,2.14,73.39,13.19,19.29,3.17,15.29,9.29,6.54,0.54,0.54
12,baseline,4,4.23,17.13,2.18,73.43,13.23,19.33,3.21,15.33,9.33,6.58,0.58,0.58
12,baseline,5,4.27,17.17,2.22,73.47,13.27,19.37,3.25,15.37,9.37,6.62,0.62,0.62
12,baseline,6,4.31,17.21,2.26,73.51,13.31,19.41,3.29,15.41,9.41,6.66,0.66,0.66
12,baseline,7,4.35,17.25,2.3,73.55,13.35,19.45,3.33,15.45,9.45,6.7,0.7,0.7
12,baseline,8,4.39,17.29,2.34,73.59,13.39,19.49,3.37,15.49,9.49,6.74,0.74,0.74
12,baseline,9,4.43,17.33,2.38,73.63,13.43,19.53,3.41,15.53,9.53,6.78,0.78,0.78
12,baseline,10,4.47,17.37,2.42,73.67,13.47,19.57,3.45,15.57,9.57,6.82,0.82,0.82
12,baseline,11,4.51,17.41,2.46,73.71,13.51,19.61,3.49,15.61,9.61,6.86,0.86,0.86
12,baseline,12,4.55,17.45,2.5,73.75,13.55,19.65,3.53,15.65,9.65,6.9,0.9,0.9
12,baseline,13,4.59,17.49,2.54,73.79,13.59,19.69,3.57,15.69,9.69,6.94,0.94,0.94
12,treatment,1,0.886,4.326,0.701,25.751,10.001,11.666,8.226,4.646,2.376,23.301,92.578,80.302
12,treatment,2,0.89,4.33,0.705,25.755,10.005,11.67,8.23,4.65,2.38,23.305,92.59,80.31
12,treatment,3,0.894,4.334,0.709,25.759,10.009,11.674,8.234,4.654,2.384,23.309,92.602,80.318
12,treatment,4,0.898,4.338,0.713,25.763,10.013,11.678,8.238,4.658,2.388,23.313,92.614,80.326
12,treatment,5,0.902,4.342,0.717,25.767,10.017,11.682,8.242,4.662,2.392,23.317,92.626,80.334
12,treatment,6,0.906,4.346,0.721,25.771,10.021,11.686,8.246,4.666,2.396,23.321,92.638,80.342
12,treatment,7,0.91,4.35,0.725,25.775,10.025,11.69,8.25,4.67,2.4,23.325,92.65,80.35
12,treatment,8,0.914,4.354,0.729,25.779,10.029,11.694,8.254,4.674,2.404,23.329,92.662,80.358
12,treatment,9,0.918,4.358,0.733,25.783,10.033,11.698,8.258,4.678,2.408,23.333,92.674,80.366
12,treatment,10,0.922,4.362,0.737,25.787,10.037,11.702,8.262,4.682,2.412,23.337,92.686,80.374
12,treatment,11,0.926,4.366,0.741,25.791,10.041,11.706,8.266,4.686,2.416,23.341,92.698,80.382
12,treatment,12,0.93,4.37,0.745,25.795,10.045,11.71,8.27,4.69,2.42,23.345,92.71,80.39
12,treatment,13,0.934,4.374,0.749,25.799,10.049,11.714,8.274,4.694,2.424,23.349,92.722,80.398
